Tahun,Kabupaten,Desa,Anggaran,Penyaluran
2019,Bandung,Sindangsari,1658955000,1658955000
2021,Bekasi,Sukatenang,1658465000,1658465000
2020,Bogor,Cibadak,1657023000,1657023000
2021,Indramayu,Parean Girang,1656938000,1656938000
2021,Majalengka,Malausma,1656660000,1656660000
2021,Karawang,Kemiri,1656282000,1656282000
2020,Bandung,Mekarpawitan,1656195000,1656195000
2019,Indramayu,Situraja,1655362000,1655362000
2019,Bandung Barat,Saguling,1654937000,1654937000
2020,Karawang,Kutanegara,1654325000,1654325000
2021,Indramayu,Ilir,1653089000,1653089000
2021,Majalengka,Werasari,1652581000,1652581000
2019,Bekasi,Kertarahayu,1650000000,1650000000
2019,Bekasi,Pantaibahagia,1650000000,1650000000
2021,Tasikmalaya,Mekarsari,1649768000,1649768000
2021,Majalengka,Liangjulang,1649083000,1649083000
2020,Bandung Barat,Sukasari,1647857000,1647857000
2021,Bandung Barat,Margalaksana,1647475000,1647475000
2019,Cianjur,Padaluyu,1646900000,1646900000
2021,Bandung Barat,Mandalawangi,1646845000,1646845000
2021,Bandung Barat,Cinengah,1646276000,1646276000
2021,Bandung Barat,Ciburuy,1645653000,1645653000
2019,Indramayu,Karangtumaritis,1645622000,1645622000
2019,Bandung,Sukaluyu,1645062000,1645062000
2020,Bekasi,Jayamulya,1645036000,1645036000
2020,Indramayu,Patrollor,1644257000,1644257000
2019,Bandung Barat,Ganjarsari,1643270000,1643270000
2021,Bekasi,Tanjungbaru,1642516000,1642516000
2019,Bandung Barat,Pataruman,1641023000,1641023000
2021,Bogor,Bojong Koneng,1640229000,1640229000
2019,Bandung,Lamajang,1640129000,1640129000
2018,Bogor,Sukawangi,1639936607,1639936607
2020,Bandung Barat,Bojong,1639805000,1639805000
2020,Indramayu,Jayamulya,1639593000,1639593000
2018,Bandung Barat,Cintaasih,1639105800,1639105800
2020,Bogor,Tapos,1639085000,1639085000
2020,Garut,Sirnagalih,1638910000,1638910000
2019,Tasikmalaya,Cikeusal,1638582000,1638582000
2021,Karawang,Medangasem,1637631000,1637631000
2021,Bandung Barat,Cibodas,1636837000,1636837000
2019,Cianjur,Gelarwangi,1636400000,1636400000
2019,Bogor,Wargajaya,1636386129,1636386129
2019,Cianjur,Cihea,1635600000,1635600000
2021,Bandung Barat,Karyamukti,1635319000,1635319000
2018,Bogor,Bantar Karet,1635286937,1635286937
2021,Majalengka,Mekarwangi,1634632000,1634632000
2019,Tasikmalaya,Cipicung,1634177000,1634177000
2020,Bandung Barat,Mandalamukti,1633603000,1633603000
2020,Majalengka,Ranjiwetan,1631898000,1631898000
2019,Indramayu,Patrollor,1631437000,1631437000
2021,Bandung,Sukawening,1631000000,1631000000
2019,Indramayu,Drunten Wetan,1630561000,1630561000
2019,Bekasi,Kertajaya,1630000000,1630000000
2019,Bekasi,Sukajadi,1630000000,1630000000
2019,Bandung Barat,Cipada,1629665000,1629665000
2019,Bandung Barat,Cinengah,1628212000,1628212000
2020,Bandung,Mekarwangi,1628156000,1628156000
2021,Bekasi,Sukahurip,1627581000,1627581000
2021,Bandung Barat,Jayagiri,1627440000,1627440000
2020,Bandung Barat,Mandalasari,1626592000,1626592000
2021,Majalengka,Sukadana,1626337000,1626337000
2021,Bogor,Cipelang,1626204000,1626204000
2021,Bekasi,Srijaya,1626149000,1626149000
2020,Cianjur,Cirumput,1625669000,1625669000
2020,Karawang,Rengasdengklok Selatan,1624963000,1624963000
2020,Bogor,Cilaku,1624746000,1624746000
2019,Karawang,Ciptamarga,1624718000,1624718000
2021,Bekasi,Karangrahayu,1624669000,1624669000
2021,Cianjur,Cimenteng,1624381000,1624381000
2020,Indramayu,Ilir,1624286000,1624286000
2019,Karawang,Tambaksari,1624148000,1624148000
2020,Bekasi,Sukajaya,1623539000,1623539000
2019,Bandung,Cibeureum,1622616000,1947139200
2021,Indramayu,Srengseng,1622534000,1622534000
2021,Indramayu,Plosokerep,1622097000,1622097000
2019,Indramayu,Baleraja,1621957000,1621957000
2020,Indramayu,Lamarantarung,1621709000,1621709000
2020,Bogor,Pangradin,1621558000,1621558000
2021,Bekasi,Karangsegar,1621470000,1621470000
2020,Bandung,Drawati,1621302000,1621302000
2021,Bekasi,Sukamekar,1620002000,1620002000
2019,Bekasi,Sukahurip,1620000000,1620000000
2019,Bekasi,Sukakerta,1620000000,1620000000
2020,Bekasi,Sumbersari,1619989000,1619989000
2021,Bandung,Drawati,1619296000,1619296000
2020,Indramayu,Rambatan Kulon,1618318000,1618318000
2020,Bandung,Margamulya,1618181000,1618181000
2020,Bandung Barat,Cihanjuang,1618076000,1618076000
2019,Majalengka,Burujul Wetan,1617373000,1617373000
2019,Sukabumi,Cianaga,1616797000,1616797000
2021,Bogor,Barengkok,1616521000,1616521000
2021,Bandung Barat,Weninggalih,1616296000,1616296000
2019,Majalengka,Sindangpanji,1616003000,1616003000
2021,Bandung,Cikasungka,1615933000,1615933000
2019,Tasikmalaya,Mekarsari,1615704000,1615704000
2018,Indramayu,BabakanJaya,1062041000,1062041000
2021,Majalengka,Panjalin Lor,1614678000,1614678000
2020,Bekasi,Tanjungbaru,1614563000,1614563000
2020,Bekasi,Sukamanah,1614415000,1614415000
2021,Bandung Barat,Bojongmekar,1614414000,1614414000
2021,Bandung Barat,Tanjungwangi,1613569000,1613569000
2020,Majalengka,Panjalin Lor,1613347000,1613347000
2021,Bandung Barat,Bunijaya,1613155000,1613155000
2021,Tasikmalaya,Citamba,1612706000,1612706000
2020,Banjar,Mulyasari,1612681000,1612681000
2021,Bekasi,Burangkeng,1612634000,1612634000
2021,Indramayu,Sukahaji,1612461000,1612461000
2021,Cianjur,Kebonpeuteuy,1612354000,1612354000
2020,Bandung Barat,Sirnaraja,1612202000,1612202000
2018,Bandung Barat,Gunungmasigit,1612084800,1612084800
2021,Indramayu,Karangsong,1611751000,1611751000
2020,Karawang,Sungaibuntu,1611323000,1611323000
2020,Bandung Barat,Cicangkang girang,1610505000,1610505000
2020,Bandung Barat,Weninggalih,1610124000,1610124000
2020,Indramayu,Arjasari,1610115000,1610115000
2021,Bogor,Tegal waru,1610054000,1610054000
2021,Bekasi,Jayasampurna,1609805000,1609805000
2019,Bandung Barat,Citalem,1609598000,1609598000
2018,Bogor,Banyuasih,1609597952,1609597952
2020,Bogor,Karehkel,1609525000,1609425350
2019,Indramayu,SukaSlamet,1609457000,1609457000
2019,Bandung Barat,Mekarmukti,1609140000,1609140000
2021,Bekasi,Karangraharja,1609130000,1609130000
2019,Karawang,Segaran,1608731000,1608731000
2020,Bandung Barat,Mandalasari,1608567000,1608567000
2019,Bandung Barat,Tamanjaya,1607540000,1607540000
2020,Bandung,Wanasuka,1607396000,1607396000
2020,Cianjur,BabakanKaret,1470107000,1470107000
2019,Bandung Barat,Cicadas,1607214000,1607214000
2021,Cianjur,Buniwangi,1607020000,1607020000
2019,Bandung,Mandalahaji,1606840000,1606840000
2019,Majalengka,Malausma,1606828000,1606828000
2020,Bekasi,Karangraharja,1606497000,1606497000
2021,Indramayu,Jayamulya,1606105000,1606105000
2020,Bandung,Mekarlaksana,1605628000,1605628000
2021,Tasikmalaya,Cukangkawung,1605185000,1605185000
2021,Majalengka,RanjiWetan,1605112000,1605112000
2021,Majalengka,Sumberjaya,1604933000,1604933000
2021,Bandung Barat,Ganjarsari,1604698000,1604698000
2021,Bogor,Leuwisadeng,1604249000,1604249000
2020,Bekasi,Jejalenjaya,1604031000,1604031000
2019,Majalengka,Banyusari,1603846000,1603846000
2021,Indramayu,PabeanIlir,1603691000,1603691000
2019,Bandung Barat,Mekarsari,1603333000,1603333000
2021,Majalengka,Ciparay,1603315000,1603315000
2019,Bogor,Banyuresmi,1603170607,1603170607
2020,Bandung,Ciluluk,1603111000,1603111000
2021,Majalengka,Kadipaten,1602324000,1602324000
2021,Majalengka,Panjalin Kidul,1601442000,1601442000
2020,Bandung,Cileunyi Wetan,1601134000,1601134000
2021,Cirebon,Susukan,1601091000,1601091000
2020,Bandung Barat,Singajaya,1600005000,1600005000
2019,Bekasi,Sukamanah,1600000000,1600000000
2019,Bekasi,Sukamulya,1600000000,1600000000
2021,Cianjur,Mekarmulya,1599890000,1599890000
2021,Indramayu,Tanjungkerta,1599323000,1599323000
2020,Cirebon,Tawangsari,1599025000,1599025000
2021,Banjar,Sukamukti,1598825000,1598825000
2021,Cirebon,Bayalangu Kidul,1598630000,1598630000
2021,Cianjur,BabakanKaret,1317517000,1317517000
2020,Bandung Barat,Tenjolaut,1597865000,1597865000
2020,Banjar,Kujangsari,1597501000,1597501000
2021,Bandung,Nanjung,1597156000,1597156000
2021,Bandung Barat,Karyawangi,1596634000,1596634000
2020,Karawang,Mulyasejati,1596469000,1596469000
2021,Bogor,Cigudeg,1596305000,1596305000
2021,Bekasi,Mangunjaya,1596139000,1596139000
2020,Indramayu,Mekarjati,1596075000,1596075000
2020,Bekasi,Karangasih,1596038000,1596038000
2019,Majalengka,Werasari,1594622000,1594622000
2021,Bekasi,Jayasakti,1594348000,1594348000
2019,Indramayu,Parean girang,1594090000,1594090000
2019,Bandung Barat,Sukasari,1590990000,1590990000
2021,Bekasi,Karangasih,1590530000,1590530000
2018,Indramayu,Kertanegara,1590286000,1590286000
2019,Bekasi,KedungPengawas,1590000000,1590000000
2021,Bekasi,Sukamurni,1589746000,1589746000
2020,Bandung,Loa,1589222000,1589222000
2020,Bandung Barat,Tanjungwangi,1588741000,1588741000
2021,Karawang,Tambaksumur,1588597000,1588597000
2019,Bandung,Nagrak,1588523000,1588523000
2021,Bogor,Hambalang,1588462000,1588462000
2021,Bandung Barat,Ciwaruga,1588148000,1588148000
2019,Bogor,Bangunjaya,1588122392,1588122392
2019,Bogor,Leuwisadeng,1587955209,1587955209
2019,Banjar,Langensari,1587624000,1587624000
2021,Bandung Barat,Tamanjaya,1587607000,1587607000
2021,Bogor,Buanajaya,1587482000,1587482000
2021,Cianjur,Pasirbaru,1587203000,1587203000
2020,Indramayu,Cipancuh,1586634000,1586634000
2021,Karawang,Puspasari,1586559000,1586559000
2020,Bekasi,Karangmekar,1586383000,1586383000
2020,Bogor,Babakan,1585770000,1585770000
2021,Majalengka,Genteng,1585191000,1585191000
2020,Bekasi,Sukamurni,1585083000,1585083000
2020,Majalengka,Liangjulang,1584614000,1584614000
2020,Bogor,Kiarasari,1584024000,1584024000
2021,Bandung,Margamulya,1583904000,1583904000
2019,Bandung Barat,Margalaksana,1583875000,1583875000
2019,Bandung Barat,Bojong,1583563000,1583563000
2020,Bandung Barat,CempakaMekar,1583140000,1583140000
2020,Bekasi,Sukamekar,1583124000,1583124000
2020,Bandung Barat,Mandalawangi,1582914000,1582914000
2020,Bekasi,Cilangkara,1582552000,1582552000
2020,Karawang,Puspasari,1582325000,1582325000
2019,Bandung,Loa,1582221000,1582221000
2021,Karawang,Rengasdengklok Selatan,1582089000,1582089000
2021,Bandung Barat,Sarimukti,1581804000,1581804000
2021,Bogor,Sukaraksa,1581786000,1581786000
2021,Bandung Barat,Rende,1581719000,1581719000
2021,Indramayu,Dukuhjati,1581540000,1581540000
2020,Cirebon,Ambulu,1581334000,1581334000
2020,Bogor,Cipinang,1581196000,1581196000
2019,Indramayu,Sukahaji,1580405000,1580405000
2020,Indramayu,Margamulya,1580060000,1580060000
2019,Bekasi,Muktiwari,1580000000,1580000000
2019,Bekasi,Sumbersari,1580000000,1580000000
2021,Indramayu,Eretan Kulon,1579666000,1579666000
2021,Bandung,Cileunyi Kulon,1579519000,1579519000
2021,Tasikmalaya,Bugel,1579335000,1579335000
2020,Bandung Barat,Bojongmekar,1578579000,1578579000
2019,Bandung Barat,Mandalamukti,1577842000,1577842000
2020,Bogor,Bojong,1577301000,1577301000
2021,Bekasi,Sukarukun,1577108000,1577108000
2021,Bekasi,Muarabakti,1577077000,1577077000
2020,Indramayu,Temiyang,1576728000,1576728000
2020,Majalengka,Panjalin Kidul,1576633000,1576633000
2020,Majalengka,Girimukti,1576410000,1576410000
2020,Bogor,Tegalwangi,1576401000,1576400274
2021,Bogor,Sukamulih,1576384000,1576384000
2019,Bekasi,Ridomanah,1576167000,1576167000
2021,Bogor,Lulut,1576087000,1576087000
2020,Bandung,Cihanyir,1575803000,1575803000
2020,Cianjur,Wanasari,1575388000,1575388000
2019,Indramayu,Srengseng,1573399000,1573399000
2021,Bekasi,Kedungjaya,1573219000,1573219000
2020,Cirebon,Lebak mekar,1573198000,1573198000
2021,Bekasi,Sumbersari,1572949000,1572949000
2021,Bogor,Karehkel,1572769000,1572769000
2021,Tasikmalaya,Bojongkapol,1572559000,1572559000
2020,Bekasi,Bojongsari,1572485000,1572485000
2021,Bandung,Babakan,1572352000,1572352000
2021,Karawang,Kertarahayu,1571812000,1571812000
2021,Bogor,Karang Tengah,1571540000,1571540000
2021,Bandung Barat,Cijambu,1571444000,1571444000
2019,Bandung Barat,Mandalasari,1571376000,1571376000
2021,Bekasi,Jayamulya,1571327000,1571327000
2021,Indramayu,Ujungjaya,1571317000,1571317000
2019,Cianjur,Sukajembar,1571300000,1571300000
2020,Bogor,Sukamulya,1570882000,1570882000
2021,Karawang,Kedungjeruk,1570175000,1570175000
2019,Bekasi,Srijaya,1570000000,1570000000
2020,Bandung,Patrolsari,1569726000,1569726000
2020,Bekasi,Mangunjaya,1569615000,1569615000
2021,Bandung Barat,Cikalong,1569544000,1569544000
2020,Banjar,Sukamukti,1569544000,1569544000
2019,Bandung,Mekarpawitan,1569294000,1569294000
2019,Bogor,Lulut,1569100720,1569100720
2020,Indramayu,Tanjungkerta,1568863000,1568863000
2021,Bogor,Cilaku,1568539000,1568539000
2020,Bogor,Cibalung,1568422000,1568422000
2021,Bekasi,Sukamanah,1567958000,1567957200
2021,Indramayu,Amis,1567811000,1567811000
2020,Indramayu,Singajaya,1567784000,1567784000
2021,Bekasi,Sukamakmur,1567663000,1567663000
2021,Bandung,Wanasuka,1567337000,1567337000
2019,Bogor,Cipelang,1567018521,1567018520
2020,Majalengka,Kadipaten,1566924000,1566924000
2021,Bogor,JugalaJaya,1566256000,1566256000
2021,Indramayu,Temiyang,1566096000,1566096000
2019,Bogor,Pangradin,1566028199,1566028199
2018,Bekasi,Lenggahsari,1565480000,1565480000
2021,Majalengka,Sindanghurip,1565448000,1565448000
2020,Bandung,Warnasari,1564863000,1564863000
2020,Bandung Barat,Sindangkerta,1564834000,1564834000
2020,Bekasi,Sukatenang,1564717000,1564717000
2020,Bogor,Sirnajaya,1564540000,1564540000
2021,Bekasi,Bojongmangu,1564512000,1564512000
2020,Bekasi,Muarabakti,1564344000,1564344000
2020,Bandung Barat,Sarinagen,1563627000,1563627000
2020,Bandung Barat,Cikahuripan,1563608000,1563608000
2019,Bandung Barat,Cihanjuang,1563521000,2188929400
2020,Cianjur,Susukan,1563189000,1563189000
2021,Bandung Barat,Cipatik,1563144000,1563144000
2020,Bandung,Sukaluyu,1562967000,1562967000
2019,Bandung,Cihawuk,1562920000,1875504000
2019,Majalengka,Lebakwangi,1562609000,1562609000
2020,Karawang,Srikamulyan,1562513000,1562513000
2019,Bogor,Pangkal jaya,1562065992,1562065992
2021,Bogor,Gorowong,1560487000,1560487000
2021,Cianjur,Kertasari,1560081000,1560081000
2019,Bekasi,Cipayung,1560000000,1560000000
2019,Bekasi,Sumberjaya,1560000000,1560000000
2019,Indramayu,KarangAnyar,1559995000,1559995000
2019,Bandung,Margamulya,1559816000,1559816000
2020,Karawang,Tambaksumur,1559458000,1559458000
2021,Bogor,Pangkal jaya,1559154000,1559154000
2021,Bogor,Cibadak,1558835000,1558835000
2019,Majalengka,Borogojol,1558401000,1558401000
2019,Bandung Barat,Sirnaraja,1558102000,1558102000
2018,Bandung Barat,Cibitung,1557647200,1557647200
2021,Majalengka,Leuwikujang,1557603000,1557603000
2021,Bandung Barat,Selacau,1557507000,1557507000
2020,Cianjur,Sindangjaya,1557450000,1557450000
2020,Indramayu,Amis,1557237000,1557237000
2021,Bandung Barat,Laksanamekar,1556880000,1556880000
2021,Banjar,Binangun,1556871000,1556871000
2019,Cianjur,Karangwangi,1556800000,1556800000
2019,Cianjur,Kebonpeuteuy,1556600000,1556600000
2021,Cianjur,Cirumput,1556376000,1556376000
2021,Bekasi,Sukarahayu,1556349000,1556349000
2019,Bandung Barat,Weninggalih,1556186000,1556186000
2021,Bekasi,Simpangan,1556143000,1556143000
2020,Bekasi,Karangrahayu,1556049000,1556049000
2020,Karawang,Pusakajaya Selatan,1555487000,1555487000
2020,Cirebon,Sampiran,1555442000,1555442000
2021,Cianjur,Sukadana,1555223000,1555223000
2021,Indramayu,Lamarantarung,1555177000,1555177000
2019,Bandung Barat,Mandalasari,1554750000,1554750000
2020,Bandung Barat,Cirawamekar,1554189000,1554189000
2021,Bekasi,Karangsari,1554108000,1554108000
2021,Bandung,Mekarsari,1554028000,1554028000
2019,Majalengka,Sukadana,1553906000,1553906000
2019,Bogor,Tapos,1553652518,1553652518
2020,Bandung Barat,Cibodas,1553558000,1553549339
2020,Bogor,HarkatJaya,1553356000,1553293298
2020,Bekasi,Kertarahayu,1553295000,1553295000
2021,Tasikmalaya,Linggaraja,1552855000,1552855000
2021,Bandung Barat,Cirawamekar,1552677000,1552677000
2020,Bandung,Cikawao,1552657000,1552657000
2020,Cianjur,Karangwangi,1552074000,1552074000
2019,Bogor,Puraseda,1551756740,1551756740
2020,Indramayu,Loyang,1551741000,1551741000
2019,Indramayu,Sumbon,1551725000,1551725000
2020,Karawang,Cemarajaya,1551722000,1551722000
2021,Bandung Barat,Baranangsiang,1551462000,1551462000
2020,Bandung Barat,Wargasaluyu,1551245000,1551245000
2019,Cianjur,BabakanKaret,1273135000,1273135000
2019,Indramayu,Segeran,1550834000,1550834000
2019,Tasikmalaya,Dirgahayu,1550064000,1550064000
2021,Cianjur,Cidadap,1549438000,1549438000
2018,Bekasi,Karangsatu,1549270000,1549270000
2021,Bandung Barat,Singajaya,1548604000,1548604000
2019,Majalengka,Cimuncang,1548472000,1548472000
2020,Cianjur,Mekarmulya,1548189000,1548189000
2021,Bogor,Cariu,1548110000,1548110000
2020,Bandung,Mandalasari,1548070000,1548070000
2019,Karawang,Parungmulya,1547882000,1547882000
2020,Bandung Barat,Bunijaya,1547730000,1547730000
2019,Karawang,Kedungjeruk,1547462000,1547462000
2018,Bogor,Purasari,1547444819,1547444819
2021,Bandung,Cikawao,1547347000,1547347000
2020,Tasikmalaya,Sukahurip,1547314000,1547314000
2019,Bandung Barat,Singajaya,1546852000,1546852000
2021,Bogor,Tamansari,1546205000,1546205000
2021,Banjar,Raharja,1545823000,1545823000
2021,Indramayu,Loyang,1545717000,1545717000
2021,Bekasi,Setiamekar,1545704000,1545704000
2019,Bogor,Rengasjajar,1545663512,1545663512
2019,Bogor,Leuwikaret,1545609216,1545609216
2020,Bogor,Sukaluyu,1545583000,1545582352
2021,Bogor,Babakan,1545375000,1545375000
2021,Bandung Barat,Mandalasari,1545017000,1545017000
2019,Bandung Barat,Tenjolaut,1544878000,1544878000
2018,Bandung Barat,Bojongsalam,1544876500,1544876500
2021,Majalengka,Waringin,1544796000,1544796000
2021,Bekasi,Sukaragam,1544724000,1544724000
2021,Bogor,Lemah Duhur,1544556000,1544556000
2020,Bandung Barat,Cijambu,1544516000,1544516000
2021,Cianjur,Sabandar,1544417000,1544417000
2019,Cirebon,Cipanas,1544410000,1544410000
2021,Karawang,Parungmulya,1544170000,1544170000
2020,Indramayu,Eretan Kulon,1544095000,1544095000
2021,Cianjur,Sindangjaya,1543917000,1543917000
2021,Bandung Barat,Sindangjaya,1543863000,1543863000
2020,Bandung Barat,Girimukti,1543594000,1543594000
2020,Bekasi,Burangkeng,1543591000,1543591000
2021,Bogor,Kertajaya,1543563000,1543563000
2020,Bandung,Sukamantri,1543505000,1543505000
2020,Bandung Barat,Ciburuy,1543362000,1543362000
2021,Bekasi,Sukajaya,1543288000,1543288000
2021,Bandung Barat,Padaasih,1543040000,1543040000
2021,Bandung Barat,Citapen,1542886000,1542886000
2020,Indramayu,Karangampel Kidul,1542671000,1542671000
2021,Bogor,Sukamulya,1542556000,1542556000
2020,Bogor,Sukamakmur,1542517000,1542517000
2021,Majalengka,Margajaya,1542363000,1542363000
2021,Bogor,Sirnajaya,1542330000,1542330000
2019,Bogor,HarkatJaya,1541996782,1541996782
2020,Banjar,Balokang,1541033000,1541033000
2021,Bekasi,Waringinjaya,1540786000,1540786000
2021,Indramayu,Sukamulya,1540394000,1540394000
2019,Bogor,Cilaku,1540231445,1540231445
2021,Bandung Barat,Sukajaya,1539585000,1539585000
2021,Majalengka,Bongas Wetan,1539524000,1539524000
2019,Bogor,Bojong jengkol,1539513473,2155318862
2021,Bogor,Cibeuteung Muara,1538624000,1538624000
2021,Cirebon,Setupatok,1538480000,1538480000
2020,Bekasi,Sukarukun,1538443000,1538443000
2018,Bandung Barat,Karanganyar,1538278600,1538278600
2020,Majalengka,Waringin,1538204000,1538204000
2019,Karawang,Telukambulu,1538060000,1538060000
2019,Bandung Barat,Margaluyu,1537478000,1537478000
2021,Cianjur,Cibokor,1537400000,1537400000
2020,Bandung Barat,Tanjungjaya,1537312000,1537312000
2021,Bogor,Tugu Utara,1537175000,1537175000
2019,Bekasi,Segarajaya,1537000000,1537000000
2021,Majalengka,Babakansari,1536951000,1536951000
2020,Bandung Barat,Rende,1536600000,1536600000
2019,Bandung Barat,Tanjungwangi,1536462000,1536462000
2021,Bandung,Ciluluk,1536274000,1536274000
2021,Majalengka,Andir,1535732000,1535732000
2018,Cianjur,BabakanKaret,1064560000,35098595400
2021,Bandung Barat,Girimukti,1534746000,1534746000
2020,Bandung Barat,Padaasih,1534171000,1534171000
2019,Cianjur,Sukakerta,1534000000,1534000000
2020,Bekasi,Karangreja,1533793000,1533793000
2021,Bogor,Kiarasari,1533619000,1533619000
2021,Bekasi,Sirnajaya,1533456000,1533456000
2021,Indramayu,Singajaya,1533404000,1533404000
2020,Karawang,Segaran,1532921000,1532921000
2020,Bandung Barat,Celak,1532815000,1532815000
2021,Cirebon,Jatianom,1532639000,1532639000
2021,Purwakarta,Ciririp,1531472000,1531472000
2019,Bandung Barat,CempakaMekar,1531296000,1531296000
2019,Bandung Barat,Mandalawangi,1531087000,1531087000
2020,Bogor,Koleang,1530969000,1530969000
2021,Bandung,Sukaresmi,1530255000,1530255000
